level,zeroten1,zeroten2,dalia,dalib,dalic,dalid,dalie,dalif,dalig,dalih,espnow,relay1,relay2,r,g,b,power
52,52,52,52,52,52,52,52,52,52,52,52,1,1,15,21,1,0.0040247887
53,53,53,53,53,53,53,53,53,53,53,53,1,1,15,21,1,0.004136193
54,54,54,54,54,54,54,54,54,54,54,54,1,1,14,22,1,0.0042506808
55,55,55,55,55,55,55,55,55,55,55,55,1,1,14,22,1,0.0043683377
56,56,56,56,56,56,56,56,56,56,56,56,1,1,14,22,1,0.0044892513
57,57,57,57,57,57,57,57,57,57,57,57,1,1,13,22,1,0.0046135116
58,58,58,58,58,58,58,58,58,58,58,58,1,1,13,22,1,0.0047412115
59,59,59,59,59,59,59,59,59,59,59,59,1,1,12,22,1,0.004872446
60,60,60,60,60,60,60,60,60,60,60,60,1,1,12,22,1,0.005007313
61,61,61,61,61,61,61,61,61,61,61,61,1,1,12,22,1,0.0051459131
62,62,62,62,62,62,62,62,62,62,62,62,1,1,11,22,1,0.0052883496
63,63,63,63,63,63,63,63,63,63,63,63,1,1,11,22,1,0.0054347287
64,64,64,64,64,64,64,64,64,64,64,64,1,1,11,22,1,0.0055851594
65,65,65,65,65,65,65,65,65,65,65,65,1,1,11,22,1,0.005739754
66,66,66,66,66,66,66,66,66,66,66,66,1,1,11,22,1,0.0058986277
67,67,67,67,67,67,67,67,67,67,67,67,1,1,11,22,1,0.006061899
68,68,68,68,68,68,68,68,68,68,68,68,1,1,11,22,2,0.0062296895
69,69,69,69,69,69,69,69,69,69,69,69,1,1,10,22,2,0.0064021244
70,70,70,70,70,70,70,70,70,70,70,70,1,1,10,22,2,0.0065793322
71,71,71,71,71,71,71,71,71,71,71,71,1,1,10,22,2,0.0067614451
72,72,72,72,72,72,72,72,72,72,72,72,1,1,10,22,2,0.0069485987
73,73,73,73,73,73,73,73,73,73,73,73,1,1,10,22,2,0.0071409327
74,74,74,74,74,74,74,74,74,74,74,74,1,1,10,22,2,0.0073385904
75,75,75,75,75,75,75,75,75,75,75,75,1,1,10,21,2,0.0075417192
76,76,76,76,76,76,76,76,76,76,76,76,1,1,10,21,2,0.0077504704
77,77,77,77,77,77,77,77,77,77,77,77,1,1,10,21,3,0.0079649998
78,78,78,78,78,78,78,78,78,78,78,78,1,1,10,21,3,0.0081854673
79,79,79,79,79,79,79,79,79,79,79,79,1,1,10,21,3,0.0084120372
80,80,80,80,80,80,80,80,80,80,80,80,1,1,10,21,3,0.0086448785
81,81,81,81,81,81,81,81,81,81,81,81,1,1,10,21,3,0.0088841647
82,82,82,82,82,82,82,82,82,82,82,82,1,1,10,21,3,0.0091300742
83,83,83,83,83,83,83,83,83,83,83,83,1,1,10,21,3,0.0093827904
84,84,84,84,84,84,84,84,84,84,84,84,1,1,10,21,3,0.0096425017
85,85,85,85,85,85,85,85,85,85,85,85,1,1,10,21,3,0.0099094016
86,86,86,86,86,86,86,86,86,86,86,86,1,1,10,21,4,0.010183689
87,87,87,87,87,87,87,87,87,87,87,87,1,1,10,21,4,0.010465569
88,88,88,88,88,88,88,88,88,88,88,88,1,1,10,21,4,0.010755251
89,89,89,89,89,89,89,89,89,89,89,89,1,1,10,21,4,0.011052951
90,90,90,90,90,90,90,90,90,90,90,90,1,1,10,21,4,0.011358892
91,91,91,91,91,91,91,91,91,91,91,91,1,1,10,20,4,0.011673301
92,92,92,92,92,92,92,92,92,92,92,92,1,1,10,20,4,0.011996412
93,93,93,93,93,93,93,93,93,93,93,93,1,1,10,20,4,0.012328467
94,94,94,94,94,94,94,94,94,94,94,94,1,1,10,20,5,0.012669714
95,95,95,95,95,95,95,95,95,95,95,95,1,1,10,20,5,0.013020405
96,96,96,96,96,96,96,96,96,96,96,96,1,1,10,20,5,0.013380804
97,97,97,97,97,97,97,97,97,97,97,97,1,1,10,20,5,0.013751179
98,98,98,98,98,98,98,98,98,98,98,98,1,1,10,20,5,0.014131805
99,99,99,99,99,99,99,99,99,99,99,99,1,1,10,20,5,0.014522967
100,100,100,100,100,100,100,100,100,100,100,100,1,1,10,20,5,0.014924955
101,101,101,101,101,101,101,101,101,101,101,101,1,1,10,20,5,0.015338071
102,102,102,102,102,102,102,102,102,102,102,102,1,1,10,20,5,0.015762622
103,103,103,103,103,103,103,103,103,103,103,103,1,1,10,20,6,0.016198924
104,104,104,104,104,104,104,104,104,104,104,104,1,1,10,20,6,0.016647303
105,105,105,105,105,105,105,105,105,105,105,105,1,1,10,20,6,0.017108092
106,106,106,106,106,106,106,106,106,106,106,106,1,1,10,20,6,0.017581636
107,107,107,107,107,107,107,107,107,107,107,107,1,1,10,19,6,0.018068288
108,108,108,108,108,108,108,108,108,108,108,108,1,1,10,19,6,0.018568409
109,109,109,109,109,109,109,109,109,109,109,109,1,1,10,19,6,0.019082374
110,110,110,110,110,110,110,110,110,110,110,110,1,1,10,19,6,0.019610566
111,111,111,111,111,111,111,111,111,111,111,111,1,1,10,19,6,0.020153377
112,112,112,112,112,112,112,112,112,112,112,112,1,1,10,19,7,0.020711213
113,113,113,113,113,113,113,113,113,113,113,113,1,1,10,19,7,0.02128449
114,114,114,114,114,114,114,114,114,114,114,114,1,1,10,19,7,0.021873634
115,115,115,115,115,115,115,115,115,115,115,115,1,1,10,19,7,0.022479086
116,116,116,116,116,116,116,116,116,116,116,116,1,1,10,19,7,0.023101297
117,117,117,117,117,117,117,117,117,117,117,117,1,1,10,19,7,0.02374073
118,118,118,118,118,118,118,118,118,118,118,118,1,1,10,19,7,0.024397862
119,119,119,119,119,119,119,119,119,119,119,119,1,1,10,19,7,0.025073184
120,120,120,120,120,120,120,120,120,120,120,120,1,1,9,19,7,0.025767198
121,121,121,121,121,121,121,121,121,121,121,121,1,1,9,19,8,0.026480422
122,122,122,122,122,122,122,122,122,122,122,122,1,1,9,19,8,0.027213388
123,123,123,123,123,123,123,123,123,123,123,123,1,1,9,18,8,0.027966642
124,124,124,124,124,124,124,124,124,124,124,124,1,1,9,18,8,0.028740745
125,125,125,125,125,125,125,125,125,125,125,125,1,1,9,18,8,0.029536276
126,126,126,126,126,126,126,126,126,126,126,126,1,1,9,18,8,0.030353826
127,127,127,127,127,127,127,127,127,127,127,127,1,1,9,18,8,0.031194006
128,128,128,128,128,128,128,128,128,128,128,128,1,1,9,18,8,0.032057441
129,129,129,129,129,129,129,129,129,129,129,129,1,1,9,18,9,0.032944776
130,130,130,130,130,130,130,130,130,130,130,130,1,1,9,18,9,0.033856672
131,131,131,131,131,131,131,131,131,131,131,131,1,1,9,18,9,0.034793809
132,132,132,132,132,132,132,132,132,132,132,132,1,1,9,18,9,0.035756885
133,133,133,133,133,133,133,133,133,133,133,133,1,1,9,18,9,0.036746619
134,134,134,134,134,134,134,134,134,134,134,134,1,1,9,18,9,0.037763749
135,135,135,135,135,135,135,135,135,135,135,135,1,1,9,18,9,0.038809032
136,136,136,136,136,136,136,136,136,136,136,136,1,1,9,18,9,0.039883248
137,137,137,137,137,137,137,137,137,137,137,137,1,1,9,18,9,0.040987197
138,138,138,138,138,138,138,138,138,138,138,138,1,1,9,18,10,0.042121704
139,139,139,139,139,139,139,139,139,139,139,139,1,1,9,17,10,0.043287613
140,140,140,140,140,140,140,140,140,140,140,140,1,1,9,17,10,0.044485794
141,141,141,141,141,141,141,141,141,141,141,141,1,1,9,17,10,0.04571714
142,142,142,142,142,142,142,142,142,142,142,142,1,1,9,17,10,0.046982569
143,143,143,143,143,143,143,143,143,143,143,143,1,1,9,17,10,0.048283024
144,144,144,144,144,144,144,144,144,144,144,144,1,1,9,17,10,0.049619476
145,145,145,145,145,145,145,145,145,145,145,145,1,1,9,17,10,0.05099292
146,146,146,146,146,146,146,146,146,146,146,146,1,1,9,17,10,0.05240438
147,147,147,147,147,147,147,147,147,147,147,147,1,1,9,17,11,0.053854909
148,148,148,148,148,148,148,148,148,148,148,148,1,1,9,17,11,0.055345588
149,149,149,149,149,149,149,149,149,149,149,149,1,1,9,17,11,0.056877528
150,150,150,150,150,150,150,150,150,150,150,150,1,1,9,17,11,0.058451871
151,151,151,151,151,151,151,151,151,151,151,151,1,1,9,17,11,0.060069792
152,152,152,152,152,152,152,152,152,152,152,152,1,1,9,17,11,0.061732496
153,153,153,153,153,153,153,153,153,153,153,153,1,1,9,17,11,0.063441222
154,154,154,154,154,154,154,154,154,154,154,154,1,1,9,17,11,0.065197246
155,155,155,155,155,155,155,155,155,155,155,155,1,1,9,16,11,0.067001875
156,156,156,156,156,156,156,156,156,156,156,156,1,1,9,16,12,0.068856456
157,157,157,157,157,157,157,157,157,157,157,157,1,1,9,16,12,0.07076237
158,158,158,158,158,158,158,158,158,158,158,158,1,1,9,16,12,0.07272104
159,159,159,159,159,159,159,159,159,159,159,159,1,1,9,16,12,0.074733924
160,160,160,160,160,160,160,160,160,160,160,160,1,1,9,16,12,0.076802524
161,161,161,161,161,161,161,161,161,161,161,161,1,1,9,16,12,0.078928382
162,162,162,162,162,162,162,162,162,162,162,162,1,1,9,16,12,0.081113083
163,163,163,163,163,163,163,163,163,163,163,163,1,1,9,16,12,0.083358255
164,164,164,164,164,164,164,164,164,164,164,164,1,1,9,16,13,0.085665573
165,165,165,165,165,165,165,165,165,165,165,165,1,1,9,16,13,0.088036756
166,166,166,166,166,166,166,166,166,166,166,166,1,1,9,16,13,0.090473572
167,167,167,167,167,167,167,167,167,167,167,167,1,1,9,16,13,0.092977839
168,168,168,168,168,168,168,168,168,168,168,168,1,1,9,16,13,0.095551422
169,169,169,169,169,169,169,169,169,169,169,169,1,1,9,16,13,0.098196241
170,170,170,170,170,170,170,170,170,170,170,170,1,1,9,15,13,0.10091427
171,171,171,171,171,171,171,171,171,171,171,171,1,1,8,15,13,0.10370753
172,172,172,172,172,172,172,172,172,172,172,172,1,1,8,15,13,0.1065781
173,173,173,173,173,173,173,173,173,173,173,173,1,1,8,15,14,0.10952813
174,174,174,174,174,174,174,174,174,174,174,174,1,1,8,15,14,0.11255982
175,175,175,175,175,175,175,175,175,175,175,175,1,1,8,15,14,0.11567543
176,176,176,176,176,176,176,176,176,176,176,176,1,1,8,15,14,0.11887727
177,177,177,177,177,177,177,177,177,177,177,177,1,1,8,15,14,0.12216773
178,178,178,178,178,178,178,178,178,178,178,178,1,1,8,15,14,0.12554928
179,179,179,179,179,179,179,179,179,179,179,179,1,1,8,15,14,0.12902443
180,180,180,180,180,180,180,180,180,180,180,180,1,1,8,15,14,0.13259576
181,181,181,181,181,181,181,181,181,181,181,181,1,1,8,15,14,0.13626595
182,182,182,182,182,182,182,182,182,182,182,182,1,1,9,15,14,0.14003773
183,183,183,183,183,183,183,183,183,183,183,183,1,1,9,14,14,0.14391391
184,184,184,184,184,184,184,184,184,184,184,184,1,1,10,14,14,0.14789738
185,185,185,185,185,185,185,185,185,185,185,185,1,1,10,14,14,0.15199111
186,186,186,186,186,186,186,186,186,186,186,186,1,1,11,14,14,0.15619815
187,187,187,187,187,187,187,187,187,187,187,187,1,1,11,13,14,0.16052164
188,188,188,188,188,188,188,188,188,188,188,188,1,1,11,13,14,0.16496481
189,189,189,189,189,189,189,189,189,189,189,189,1,1,12,13,14,0.16953096
190,190,190,190,190,190,190,190,190,190,190,190,1,1,12,13,14,0.17422349
191,191,191,191,191,191,191,191,191,191,191,191,1,1,13,13,14,0.17904592
192,192,192,192,192,192,192,192,192,192,192,192,1,1,13,12,14,0.18400183
193,193,193,193,193,193,193,193,193,193,193,193,1,1,14,12,14,0.18909491
194,194,194,194,194,194,194,194,194,194,194,194,1,1,14,12,14,0.19432897
195,195,195,195,195,195,195,195,195,195,195,195,1,1,15,12,14,0.19970791
196,196,196,196,196,196,196,196,196,196,196,196,1,1,15,11,14,0.20523573
197,197,197,197,197,197,197,197,197,197,197,197,1,1,16,11,14,0.21091656
198,198,198,198,198,198,198,198,198,198,198,198,1,1,16,11,14,0.21675463
199,199,199,199,199,199,199,199,199,199,199,199,1,1,16,11,14,0.2227543
200,200,200,200,200,200,200,200,200,200,200,200,1,1,17,11,14,0.22892003
201,201,201,201,201,201,201,201,201,201,201,201,1,1,17,10,14,0.23525643
202,202,202,202,202,202,202,202,202,202,202,202,1,1,18,10,14,0.24176822
203,203,203,203,203,203,203,203,203,203,203,203,1,1,18,10,14,0.24846025
204,204,204,204,204,204,204,204,204,204,204,204,1,1,19,10,14,0.25533751
205,205,205,205,205,205,205,205,205,205,205,205,1,1,19,10,14,0.26240514
206,206,206,206,206,206,206,206,206,206,206,206,1,1,20,9,14,0.26966839
207,207,207,207,207,207,207,207,207,207,207,207,1,1,20,9,14,0.27713268
208,208,208,208,208,208,208,208,208,208,208,208,1,1,20,9,14,0.28480359
209,209,209,209,209,209,209,209,209,209,209,209,1,1,20,9,14,0.29268682
210,210,210,210,210,210,210,210,210,210,210,210,1,1,20,9,14,0.30078825
211,211,211,211,211,211,211,211,211,211,211,211,1,1,20,9,13,0.30911393
212,212,212,212,212,212,212,212,212,212,212,212,1,1,20,9,13,0.31767006
213,213,213,213,213,213,213,213,213,213,213,213,1,1,20,8,13,0.32646302
214,214,214,214,214,214,214,214,214,214,214,214,1,1,21,8,13,0.33549936
215,215,215,215,215,215,215,215,215,215,215,215,1,1,21,8,13,0.34478583
216,216,216,216,216,216,216,216,216,216,216,216,1,1,21,8,13,0.35432934
217,217,217,217,217,217,217,217,217,217,217,217,1,1,21,8,12,0.36413701
218,218,218,218,218,218,218,218,218,218,218,218,1,1,21,8,12,0.37421615
219,219,219,219,219,219,219,219,219,219,219,219,1,1,21,8,12,0.38457428
220,220,220,220,220,220,220,220,220,220,220,220,1,1,21,8,12,0.39521912
221,221,221,221,221,221,221,221,221,221,221,221,1,1,21,7,12,0.4061586
222,222,222,222,222,222,222,222,222,222,222,222,1,1,21,7,12,0.41740088
223,223,223,223,223,223,223,223,223,223,223,223,1,1,22,7,12,0.42895434
224,224,224,224,224,224,224,224,224,224,224,224,1,1,22,7,11,0.4408276
225,225,225,225,225,225,225,225,225,225,225,225,1,1,22,7,11,0.4530295
226,226,226,226,226,226,226,226,226,226,226,226,1,1,22,7,11,0.46556914
227,227,227,227,227,227,227,227,227,227,227,227,1,1,22,7,11,0.47845588
228,228,228,228,228,228,228,228,228,228,228,228,1,1,22,7,11,0.49169932
229,229,229,229,229,229,229,229,229,229,229,229,1,1,22,6,11,0.50530932
230,230,230,230,230,230,230,230,230,230,230,230,1,1,22,6,11,0.51929605
231,231,231,231,231,231,231,231,231,231,231,231,1,1,22,6,10,0.53366992
232,232,232,232,232,232,232,232,232,232,232,232,1,1,23,6,10,0.54844166
233,233,233,233,233,233,233,233,233,233,233,233,1,1,23,6,10,0.56362227
234,234,234,234,234,234,234,234,234,234,234,234,1,1,23,6,10,0.57922307
235,235,235,235,235,235,235,235,235,235,235,235,1,1,23,6,10,0.59525569
236,236,236,236,236,236,236,236,236,236,236,236,1,1,23,6,10,0.61173209
237,237,237,237,237,237,237,237,237,237,237,237,1,1,23,5,9,0.62866455
238,238,238,238,238,238,238,238,238,238,238,238,1,1,23,5,9,0.64606569
239,239,239,239,239,239,239,239,239,239,239,239,1,1,23,5,9,0.66394849
240,240,240,240,240,240,240,240,240,240,240,240,1,1,23,5,9,0.68232627
241,241,241,241,241,241,241,241,241,241,241,241,1,1,23,5,9,0.70121275
242,242,242,242,242,242,242,242,242,242,242,242,1,1,24,5,9,0.72062199
243,243,243,243,243,243,243,243,243,243,243,243,1,1,24,5,9,0.74056847
244,244,244,244,244,244,244,244,244,244,244,244,1,1,24,5,8,0.76106706
245,245,245,245,245,245,245,245,245,245,245,245,1,1,24,4,8,0.78213304
246,246,246,246,246,246,246,246,246,246,246,246,1,1,24,4,8,0.80378212
247,247,247,247,247,247,247,247,247,247,247,247,1,1,24,4,8,0.82603043
248,248,248,248,248,248,248,248,248,248,248,248,1,1,24,4,8,0.84889457
249,249,249,249,249,249,249,249,249,249,249,249,1,1,24,4,8,0.87239157
250,250,250,250,250,250,250,250,250,250,250,250,1,1,24,4,7,0.89653897
251,251,251,251,251,251,251,251,251,251,251,251,1,1,25,4,7,0.92135475
252,252,252,252,252,252,252,252,252,252,252,252,1,1,25,4,7,0.94685742
253,253,253,253,253,253,253,253,253,253,253,253,1,1,25,3,7,0.97306599
254,254,254,254,254,254,254,254,254,254,254,254,1,1,25,3,7,1
